applicant_id,age,annual_income,employment_years,credit_score,loan_amount,loan_term_months,num_credit_lines,debt_to_income,previous_defaults,home_ownership,loan_purpose,default
2294,57,47900.0,,497,8100.0,36,3,0.319,0,Rent,Business,0
2295,55,42800.0,20.2,696,29400.0,24,4,0.126,0,Mortgage,Education,0
2296,60,46400.0,20.2,583,37100.0,12,2,0.108,0,Mortgage,Business,1
2297,26,46500.0,0.0,703,37900.0,24,4,0.58,0,Rent,Medical,1
2298,44,47100.0,11.0,577,7000.0,60,5,0.452,2,Own,Car,0
2299,29,44600.0,0.0,814,33700.0,60,2,0.41,0,Own,Debt consolidation,0
2300,65,55600.0,21.5,714,8000.0,24,1,0.085,2,Mortgage,Business,0
2301,32,71400.0,0.7,850,32600.0,36,1,0.379,1,Mortgage,Business,0
2302,25,26500.0,0.4,588,16700.0,60,4,0.41,0,Rent,Debt consolidation,1
2303,48,29000.0,12.0,794,13400.0,24,6,0.097,0,Rent,Car,0
2304,64,20500.0,19.7,526,6900.0,24,4,0.206,0,Rent,Medical,0
2305,66,75600.0,18.4,687,47700.0,12,2,0.51,0,Mortgage,Debt consolidation,1
2306,23,55600.0,5.0,619,34000.0,24,3,0.443,0,Mortgage,Car,1
2307,35,63100.0,9.0,634,34400.0,60,2,0.071,0,Own,Debt consolidation,0
2308,26,,5.1,629,12000.0,60,5,0.129,1,Mortgage,Debt consolidation,0
2309,34,119700.0,2.7,597,77800.0,36,8,0.534,0,Rent,Debt consolidation,0
2310,46,36200.0,16.3,569,14200.0,36,2,0.281,0,Rent,Debt consolidation,1
2311,32,53300.0,,635,5800.0,60,1,0.096,0,Rent,Debt consolidation,0
2312,21,75100.0,3.0,679,38100.0,24,1,0.42,0,Mortgage,Car,0
2313,45,29900.0,16.9,763,19900.0,24,2,0.179,0,Own,Car,0
2314,20,37300.0,2.0,694,11300.0,12,3,0.15,0,Own,Business,0
2315,30,53600.0,7.9,763,9100.0,60,2,0.19,0,Mortgage,Home improvement,0
2316,18,204600.0,0.0,552,168800.0,48,7,0.408,0,Rent,Medical,1
2317,22,57000.0,1.0,635,44700.0,36,9,0.022,0,Own,Education,0
2318,41,109400.0,12.5,727,63000.0,48,5,0.556,0,Own,Car,0
2319,63,89600.0,20.8,697,64400.0,24,1,0.423,0,Mortgage,Debt consolidation,0
2320,59,58900.0,12.7,601,51400.0,36,0,0.278,0,Rent,Debt consolidation,1
2321,23,29900.0,1.1,745,16000.0,60,4,0.162,0,Rent,Home improvement,0
2322,19,83300.0,0.0,627,21500.0,60,5,0.056,0,Mortgage,Medical,0
2323,35,23200.0,8.0,608,13800.0,36,4,0.061,0,Rent,Business,1
2324,52,109100.0,8.0,709,90300.0,24,5,0.029,0,Mortgage,Home improvement,0
2325,57,54200.0,19.0,670,34500.0,60,7,0.594,1,Mortgage,Debt consolidation,0
2326,61,13000.0,20.7,628,900.0,36,8,0.488,0,Own,Education,0
2327,36,41300.0,5.8,625,34300.0,36,0,0.25,0,Rent,Education,0
2328,26,68000.0,4.8,584,47000.0,24,2,0.302,0,Rent,Debt consolidation,0
2329,19,43500.0,0.0,638,17000.0,12,3,0.194,0,Rent,Medical,0
2330,25,70100.0,3.5,758,62300.0,36,2,0.109,0,Rent,Medical,0
2331,21,32000.0,0.0,690,21200.0,36,7,0.354,1,Rent,Education,1
2332,63,25500.0,19.9,747,19200.0,24,2,0.075,0,Mortgage,Debt consolidation,0
2333,32,47300.0,0.7,711,40300.0,24,2,0.058,0,Mortgage,Education,0
2334,61,49800.0,11.7,621,4200.0,36,4,0.273,2,Mortgage,Business,0
2335,47,41200.0,,538,29200.0,36,4,0.272,0,Rent,Car,1
2336,46,90500.0,10.6,596,34200.0,36,3,0.064,0,Mortgage,Debt consolidation,0
2337,42,32000.0,10.4,616,25200.0,24,5,0.191,0,Mortgage,Medical,0
2338,61,57300.0,15.3,610,45700.0,60,8,0.608,0,Rent,Education,1
2339,20,50700.0,2.0,748,38200.0,60,6,0.142,0,Mortgage,Debt consolidation,0
2340,22,22500.0,2.1,748,16000.0,36,5,0.326,0,Rent,Medical,0
2341,40,25300.0,9.5,847,18300.0,48,4,0.643,0,Rent,Education,1
2342,38,49300.0,8.6,609,14900.0,60,3,0.212,2,Mortgage,Debt consolidation,1
2343,46,132000.0,14.2,798,52200.0,12,4,0.016,0,Mortgage,Business,0
2344,57,65500.0,17.3,797,9700.0,60,8,0.205,0,Mortgage,Education,0
2345,49,20700.0,13.7,651,15600.0,36,6,0.129,0,Mortgage,Home improvement,0
2346,31,10400.0,7.4,708,6200.0,36,2,0.561,0,Rent,Debt consolidation,0
2347,35,70700.0,1.3,769,40400.0,36,3,0.455,0,Rent,Car,0
2348,57,46700.0,10.2,665,12100.0,24,4,0.643,0,Mortgage,Car,0
2349,28,86700.0,3.8,659,49700.0,48,7,0.409,1,Rent,Car,1
2350,44,31600.0,9.8,620,13800.0,48,7,0.223,0,Mortgage,Business,0
2351,46,58400.0,12.9,481,52300.0,12,2,0.261,0,Rent,Debt consolidation,1
2352,57,74800.0,15.7,676,58600.0,36,4,0.199,0,Mortgage,Business,0
2353,55,39200.0,16.5,613,19500.0,60,5,0.486,0,Mortgage,Medical,0
2354,42,39600.0,5.9,584,29200.0,60,10,0.093,0,Mortgage,Car,0
2355,34,49600.0,6.4,704,9400.0,36,4,0.349,1,Mortgage,Education,0
2356,37,64300.0,3.6,554,8800.0,24,2,0.472,0,Rent,Home improvement,0
2357,39,48700.0,9.6,734,28500.0,36,7,0.45,0,Rent,Education,0
2358,29,79800.0,0.0,709,53300.0,24,3,0.328,0,Own,Education,0
2359,51,38900.0,14.2,638,3700.0,60,6,0.15,0,Own,Medical,1
2360,29,25200.0,0.0,665,5600.0,48,4,0.346,0,Rent,Car,1
2361,52,131700.0,12.4,575,66700.0,60,6,0.088,0,Rent,Debt consolidation,0
2362,57,36200.0,18.3,730,3700.0,12,7,0.345,0,Rent,Debt consolidation,0
2363,68,36900.0,20.7,685,15100.0,60,6,0.153,0,Rent,Medical,0
2364,24,47400.0,0.0,691,21800.0,60,3,0.079,1,Mortgage,Education,0
2365,58,50700.0,,710,42300.0,48,7,0.103,1,Own,Debt consolidation,0
2366,22,40400.0,0.0,619,12900.0,60,3,0.089,1,Rent,Debt consolidation,0
2367,35,48600.0,1.7,548,9400.0,36,4,0.133,0,Mortgage,Debt consolidation,0
2368,27,48100.0,4.0,747,2700.0,36,6,0.472,0,Own,Home improvement,0
2369,26,53500.0,4.9,725,8200.0,24,3,0.281,2,Mortgage,Debt consolidation,1
2370,27,15100.0,4.9,627,10400.0,12,1,0.348,0,Mortgage,Car,0
2371,20,125500.0,2.0,703,53700.0,12,5,0.009,0,Rent,Education,0
2372,61,45500.0,17.2,771,10000.0,48,5,0.11,0,Mortgage,Medical,0
2373,21,65500.0,0.4,761,55200.0,36,4,0.197,0,Rent,Home improvement,1
2374,39,24600.0,5.2,625,17700.0,12,4,0.293,0,Mortgage,Car,0
2375,55,38700.0,13.5,551,5700.0,24,4,0.183,0,Own,Home improvement,0
2376,70,35000.0,16.8,565,9800.0,48,3,0.175,0,Rent,Home improvement,0
2377,63,102200.0,15.5,645,78900.0,60,6,0.176,2,Mortgage,Business,0
2378,25,36600.0,3.1,787,23400.0,36,1,0.085,0,Mortgage,Education,0
2379,70,71600.0,20.4,612,61100.0,48,1,0.204,0,Rent,Home improvement,0
2380,52,35400.0,22.8,622,4100.0,60,2,0.458,0,Rent,Debt consolidation,1
2381,27,39100.0,,621,27700.0,48,2,0.52,0,Mortgage,Debt consolidation,1
2382,41,43400.0,8.8,627,5000.0,48,4,0.194,0,Own,Debt consolidation,0
2383,66,93100.0,14.9,669,31300.0,36,7,0.084,0,Rent,Debt consolidation,0
2384,38,19100.0,6.8,568,13100.0,60,3,0.164,0,Mortgage,Education,0
2385,27,25400.0,2.6,757,16600.0,24,4,0.127,2,Mortgage,Home improvement,0
2386,64,18500.0,20.9,658,1000.0,48,3,0.138,0,Rent,Business,0
2387,68,28500.0,18.7,850,6300.0,36,2,0.301,0,Rent,Education,0
2388,69,32700.0,19.8,576,23300.0,24,1,0.404,0,Own,Debt consolidation,0
2389,68,21900.0,18.7,797,3400.0,48,6,0.24,0,Rent,Home improvement,0
2390,64,34000.0,14.2,781,11100.0,60,4,0.182,0,Own,Business,0
2391,42,17900.0,7.6,637,3700.0,60,3,0.076,0,Mortgage,Education,0
2392,28,29500.0,2.9,638,4300.0,60,3,0.343,0,Mortgage,Home improvement,0
2393,50,89300.0,13.0,596,68000.0,48,6,0.078,0,Rent,Home improvement,0
2394,29,60000.0,6.1,597,6100.0,36,5,0.077,0,Rent,Business,0
2395,43,53800.0,9.3,670,27200.0,60,4,0.111,0,Rent,Business,0
2396,52,29700.0,12.8,672,19000.0,24,7,0.345,0,Rent,Business,0
2397,68,22700.0,14.8,542,2200.0,12,4,0.127,0,Own,Education,1
2398,33,27700.0,7.6,850,16300.0,36,5,0.214,0,Mortgage,Home improvement,0
2399,31,48000.0,3.1,649,16000.0,36,3,0.155,2,Rent,Business,0
2400,56,75700.0,17.4,675,57400.0,48,12,0.245,0,Rent,Car,0
2401,18,77000.0,0.0,620,56100.0,60,3,0.139,0,Rent,Debt consolidation,1
2402,48,67200.0,11.4,649,48700.0,12,5,0.038,0,Rent,Car,0
2403,57,33900.0,12.5,641,13200.0,60,3,0.184,0,Rent,Debt consolidation,0
2404,47,49600.0,11.5,670,37200.0,36,2,0.286,0,Rent,Debt consolidation,0
2405,38,41700.0,9.0,669,24400.0,60,9,0.211,0,Rent,Business,1
2406,61,44300.0,16.3,734,16500.0,36,2,0.523,0,Rent,Home improvement,0
2407,37,135700.0,5.9,688,16100.0,36,5,0.264,0,Rent,Car,0
2408,55,20300.0,16.5,726,2200.0,48,2,0.174,0,Rent,Home improvement,0
2409,42,43600.0,11.1,669,11500.0,36,7,0.258,0,Rent,Business,0
2410,19,89800.0,0.0,689,27400.0,24,6,0.3,0,Rent,Debt consolidation,0
2411,46,23600.0,6.2,651,19800.0,12,4,0.086,0,Rent,Home improvement,0
2412,20,35500.0,2.0,750,31900.0,24,4,0.293,2,Mortgage,Business,0
2413,67,37600.0,,696,6500.0,36,7,0.047,0,Rent,Debt consolidation,0
2414,49,43800.0,13.0,657,37300.0,36,1,0.607,0,Rent,Education,0
2415,37,22100.0,8.1,655,14400.0,36,0,0.042,0,Rent,Car,0
2416,43,66000.0,4.3,661,31300.0,48,5,0.076,0,Rent,Debt consolidation,0
2417,50,68400.0,13.0,672,58900.0,12,3,0.272,0,Mortgage,Business,0
2418,31,63200.0,6.7,665,41500.0,24,5,0.126,0,Own,Business,0
2419,33,31700.0,7.9,625,17600.0,48,3,0.034,0,Rent,Medical,1
2420,40,51200.0,9.2,731,11700.0,48,3,0.424,0,Rent,Debt consolidation,0
2421,31,31300.0,0.0,736,8100.0,48,4,0.29,0,Mortgage,Business,0
2422,58,41500.0,19.8,813,34200.0,48,3,0.392,0,Rent,Education,0
2423,23,143900.0,3.2,622,33500.0,60,3,0.045,0,Mortgage,Education,0
2424,61,51400.0,13.6,723,4000.0,60,2,0.172,0,Mortgage,Business,0
2425,36,27100.0,4.8,517,7500.0,36,3,0.132,0,Mortgage,Medical,0
2426,47,53600.0,12.3,736,24600.0,36,4,0.534,0,Rent,Business,0
2427,26,24900.0,5.2,553,9300.0,12,6,0.174,0,Rent,Debt consolidation,0
2428,38,26900.0,6.5,591,22700.0,36,7,0.092,0,Rent,Education,1
2429,57,29100.0,18.1,697,11800.0,36,1,0.286,0,Mortgage,Business,0
2430,32,,0.2,620,31700.0,24,4,0.04,0,Own,Debt consolidation,0
2431,25,78300.0,0.0,609,43500.0,24,2,0.194,0,Rent,Home improvement,1
2432,45,65500.0,4.6,631,32500.0,60,2,0.138,0,Rent,Debt consolidation,0
2433,26,63700.0,0.5,728,11900.0,12,3,0.074,0,Mortgage,Home improvement,0
2434,34,28300.0,10.9,595,7900.0,48,3,0.265,0,Rent,Medical,1
2435,41,37400.0,15.4,666,29400.0,60,2,0.03,0,Rent,Medical,0
2436,47,56200.0,12.3,640,40100.0,48,6,0.189,0,Mortgage,Business,0
2437,51,35800.0,11.3,736,15400.0,12,3,0.361,0,Mortgage,Debt consolidation,0
2438,53,42700.0,13.3,738,35100.0,60,1,0.284,0,Rent,Business,1
2439,62,61100.0,19.0,523,45600.0,48,6,0.194,0,Mortgage,Business,0
2440,21,41200.0,0.0,754,6000.0,24,4,0.656,0,Mortgage,Debt consolidation,0
2441,37,54900.0,5.9,621,31000.0,36,4,0.216,0,Mortgage,Education,1
2442,18,108700.0,0.0,689,79200.0,24,6,0.102,0,Own,Education,0
2443,18,45000.0,0.0,595,33200.0,48,6,0.219,0,Mortgage,Business,1
2444,29,88400.0,,700,11300.0,60,2,0.344,0,Rent,Business,0
2445,49,64800.0,12.4,850,15600.0,36,5,0.382,0,Rent,Debt consolidation,0
2446,65,23500.0,19.6,680,9400.0,60,4,0.258,0,Rent,Debt consolidation,0
2447,58,28300.0,14.1,633,7500.0,36,2,0.234,0,Mortgage,Medical,0
2448,52,32300.0,13.8,651,4600.0,60,4,0.437,0,Mortgage,Education,0
2449,59,,18.2,552,18700.0,48,8,0.176,0,Rent,Medical,0
2450,27,46900.0,9.0,786,22600.0,12,4,0.18,0,Mortgage,Debt consolidation,0
2451,62,,17.2,695,12100.0,60,5,0.254,0,Mortgage,Car,0
2452,65,91800.0,18.7,586,50300.0,60,6,0.197,1,Rent,Education,1
2453,23,57200.0,5.0,589,5900.0,36,2,0.28,1,Rent,Education,1
2454,42,39200.0,8.0,671,14700.0,48,6,0.194,0,Own,Debt consolidation,0
2455,61,17300.0,13.2,745,12500.0,24,2,0.136,0,Rent,Medical,0
2456,43,50800.0,10.8,578,41000.0,12,2,0.406,0,Own,Business,1
2457,62,49700.0,20.8,759,12800.0,24,2,0.093,0,Mortgage,Car,0
2458,67,53700.0,20.7,663,41900.0,36,4,0.332,0,Mortgage,Home improvement,0
2459,43,,9.7,596,113500.0,12,3,0.326,0,Mortgage,Medical,0
2460,21,91200.0,0.0,633,51600.0,24,6,0.188,0,Rent,Home improvement,0
2461,36,72600.0,7.0,810,64200.0,60,3,0.138,0,Rent,Home improvement,0
2462,29,30300.0,,559,7900.0,36,2,0.446,1,Rent,Car,1
2463,43,37900.0,6.3,611,4100.0,60,12,0.404,0,Mortgage,Debt consolidation,1
2464,49,46800.0,11.7,746,35900.0,24,2,0.496,0,Own,Debt consolidation,0
2465,42,33300.0,8.4,687,15600.0,12,5,0.041,0,Rent,Education,0
2466,28,63000.0,1.9,607,21700.0,48,2,0.104,0,Rent,Medical,1
2467,33,58600.0,6.7,747,5700.0,36,9,0.038,0,Rent,Debt consolidation,0
2468,54,28400.0,15.7,751,3000.0,36,5,0.323,0,Mortgage,Medical,0
2469,19,89200.0,1.0,697,11300.0,60,3,0.313,0,Mortgage,Car,0
2470,29,51600.0,1.5,621,10600.0,36,6,0.233,0,Mortgage,Education,1
2471,65,20600.0,13.9,633,18000.0,36,3,0.326,0,Rent,Car,0
2472,23,47800.0,2.8,693,13800.0,36,4,0.291,0,Mortgage,Debt consolidation,0
2473,39,56400.0,6.9,565,42000.0,12,2,0.073,0,Mortgage,Education,0
2474,28,,9.5,776,5300.0,48,3,0.267,0,Own,Car,0
2475,23,41400.0,5.0,806,13400.0,36,3,0.33,0,Mortgage,Education,0
2476,40,74200.0,14.8,651,60900.0,24,4,0.129,0,Rent,Medical,0
2477,45,53800.0,8.0,698,11200.0,36,3,0.324,0,Rent,Business,0
2478,27,25400.0,5.3,765,7400.0,36,3,0.324,0,Mortgage,Debt consolidation,0
2479,22,24200.0,4.0,826,18200.0,36,5,0.129,0,Mortgage,Car,0
2480,25,85900.0,5.1,795,13200.0,60,2,0.213,2,Rent,Home improvement,1
2481,52,89100.0,12.5,531,8500.0,48,5,0.192,1,Rent,Debt consolidation,0
2482,63,57600.0,21.8,645,50200.0,36,4,0.204,0,Rent,Debt consolidation,0
2483,27,103600.0,3.6,710,40800.0,60,7,0.664,0,Rent,Medical,1
2484,34,83100.0,6.8,630,50600.0,48,2,0.323,1,Rent,Business,1
2485,36,69000.0,2.6,813,10900.0,12,2,0.277,0,Rent,Business,0
2486,37,31100.0,9.5,800,7400.0,24,5,0.246,0,Rent,Debt consolidation,0
2487,30,116500.0,4.0,605,51400.0,24,1,0.163,0,Rent,Medical,0
2488,20,64100.0,2.0,657,40000.0,12,3,0.264,0,Rent,Business,0
2489,45,40400.0,11.5,610,12100.0,36,4,0.064,0,Rent,Debt consolidation,0
2490,36,35100.0,7.7,654,28100.0,36,3,0.057,0,Mortgage,Home improvement,0
2491,36,55700.0,7.1,652,39800.0,60,7,0.476,2,Mortgage,Home improvement,0
2492,32,21300.0,8.0,746,11100.0,36,4,0.205,1,Own,Business,0
2493,67,69600.0,19.0,599,30600.0,24,4,0.283,0,Mortgage,Home improvement,0
2494,50,30400.0,8.4,461,17500.0,60,3,0.445,0,Rent,Business,1
2495,40,59000.0,10.5,542,39600.0,36,3,0.043,0,Rent,Car,0
2496,28,37800.0,1.6,588,6200.0,12,3,0.166,1,Mortgage,Home improvement,0
2497,60,42900.0,12.8,618,33200.0,12,3,0.137,0,Mortgage,Car,0
2498,65,33600.0,15.7,685,15700.0,48,1,0.382,0,Rent,Home improvement,0
2499,19,45200.0,1.0,584,38200.0,36,6,0.269,0,Mortgage,Home improvement,0
2500,67,,19.3,573,108700.0,36,4,0.54,0,Mortgage,Debt consolidation,0
2501,55,98000.0,8.4,596,7500.0,60,4,0.08,0,Mortgage,Business,0
2502,23,58500.0,0.8,581,22000.0,48,3,0.244,0,Mortgage,Business,0
2503,57,48400.0,19.1,626,24100.0,60,8,0.322,0,Rent,Debt consolidation,0
2504,23,74800.0,0.6,622,38000.0,48,6,0.436,0,Mortgage,Car,0
2505,20,86200.0,0.3,725,64600.0,48,3,0.412,0,Rent,Home improvement,0
2506,24,32400.0,5.5,591,5500.0,24,1,0.288,1,Own,Business,0
2507,42,47200.0,12.0,641,27300.0,36,4,0.361,0,Rent,Car,0
2508,50,19700.0,15.9,626,16800.0,36,3,0.291,0,Mortgage,Education,1
2509,39,86000.0,0.1,735,77200.0,36,2,0.139,0,Own,Car,0
2510,24,137700.0,6.0,658,8100.0,36,6,0.171,0,Rent,Medical,0
2511,28,51000.0,5.9,754,44700.0,36,3,0.15,0,Rent,Home improvement,0
2512,63,16900.0,25.4,578,2600.0,36,4,0.074,0,Rent,Home improvement,0
2513,69,66500.0,18.1,666,33700.0,36,1,0.151,0,Mortgage,Business,0
2514,57,31200.0,10.3,624,8100.0,36,4,0.289,1,Rent,Car,0
2515,23,35200.0,2.0,572,19900.0,60,7,0.356,0,Mortgage,Car,1
2516,61,67100.0,16.4,665,5500.0,36,1,0.117,0,Mortgage,Debt consolidation,0
2517,54,55700.0,16.4,809,14100.0,48,4,0.455,0,Rent,Business,0
2518,45,38400.0,14.0,602,11700.0,36,6,0.205,0,Mortgage,Car,0
2519,25,35400.0,2.5,660,29300.0,36,4,0.132,0,Own,Debt consolidation,1
2520,70,52200.0,20.1,565,28500.0,60,4,0.19,1,Own,Education,0
2521,41,39900.0,10.8,553,26000.0,60,2,0.36,0,Rent,Business,1
2522,20,28200.0,0.0,607,17600.0,48,9,0.113,0,Mortgage,Education,0
2523,29,41500.0,3.4,634,15900.0,60,5,0.151,0,Mortgage,Debt consolidation,1
2524,39,58100.0,11.5,638,3600.0,36,8,0.141,0,Own,Debt consolidation,0
2525,21,44800.0,3.0,652,6300.0,60,2,0.22,0,Rent,Education,0
2526,35,24200.0,10.1,538,10600.0,60,5,0.148,0,Mortgage,Car,0
2527,42,80400.0,9.1,620,68300.0,48,5,0.425,0,Mortgage,Debt consolidation,0
2528,68,12500.0,13.6,710,3300.0,60,6,0.146,0,Mortgage,Education,0
2529,22,39200.0,1.2,561,25200.0,48,5,0.144,0,Rent,Debt consolidation,0
2530,48,36000.0,9.7,642,27100.0,36,8,0.153,1,Mortgage,Medical,0
2531,66,52800.0,18.8,693,43300.0,36,6,0.036,1,Mortgage,Medical,1
2532,60,64900.0,14.8,607,19400.0,36,6,0.132,0,Own,Business,0
2533,67,86100.0,19.5,697,72500.0,48,6,0.254,0,Mortgage,Business,1
2534,27,34300.0,0.5,548,19400.0,36,2,0.197,0,Own,Medical,1
2535,60,65700.0,13.0,741,31700.0,48,3,0.231,0,Mortgage,Business,0
2536,69,,24.1,699,38500.0,36,7,0.081,0,Rent,Business,0
2537,35,20800.0,3.9,674,5300.0,36,3,0.396,2,Mortgage,Business,1
2538,44,126800.0,10.4,760,93900.0,24,5,0.03,0,Mortgage,Debt consolidation,0
2539,46,23900.0,14.1,644,14400.0,24,3,0.323,0,Rent,Home improvement,0
2540,44,60500.0,13.1,621,44100.0,36,8,0.608,0,Mortgage,Business,1
2541,33,59600.0,8.4,780,46300.0,36,5,0.16,0,Rent,Medical,1
2542,69,56300.0,21.3,817,32400.0,12,6,0.366,0,Rent,Debt consolidation,0
2543,68,38300.0,22.2,615,3100.0,36,3,0.128,0,Rent,Home improvement,0
2544,38,74100.0,12.1,661,22500.0,36,2,0.351,0,Mortgage,Home improvement,0
2545,60,22500.0,18.1,754,17900.0,24,4,0.321,1,Rent,Car,0
2546,39,47400.0,2.9,664,27600.0,24,3,0.249,0,Rent,Home improvement,1
2547,60,37000.0,15.2,718,29800.0,48,7,0.424,0,Mortgage,Debt consolidation,0
2548,48,34900.0,14.1,732,13200.0,48,2,0.45,0,Rent,Car,0
2549,42,60700.0,7.7,625,29100.0,60,6,0.153,0,Own,Home improvement,0
2550,24,84000.0,6.0,704,65800.0,24,3,0.244,0,Rent,Car,1
2551,52,41300.0,13.4,670,28800.0,36,6,0.031,0,Mortgage,Debt consolidation,0
2552,35,72400.0,7.1,573,26900.0,12,6,0.154,0,Mortgage,Car,0
2553,29,50300.0,7.8,591,3500.0,36,2,0.406,0,Rent,Car,0
2554,28,31400.0,3.5,618,25100.0,12,5,0.37,0,Mortgage,Debt consolidation,0
2555,70,43100.0,21.3,744,31000.0,24,2,0.218,0,Rent,Debt consolidation,0
2556,23,42200.0,4.7,747,18200.0,36,4,0.542,1,Rent,Home improvement,0
2557,60,34600.0,12.4,730,17800.0,36,7,0.186,1,Mortgage,Debt consolidation,0
2558,63,60700.0,17.1,705,13600.0,36,4,0.314,0,Mortgage,Medical,0
2559,19,55100.0,1.0,703,22100.0,36,6,0.242,1,Own,Debt consolidation,0
2560,49,22100.0,12.6,692,4200.0,60,3,0.267,0,Mortgage,Debt consolidation,0
2561,48,21500.0,16.4,703,4900.0,36,2,0.273,0,Own,Business,0
2562,37,60600.0,2.9,708,46600.0,24,3,0.164,0,Rent,Medical,0
2563,53,32600.0,8.9,558,11700.0,36,6,0.423,0,Own,Debt consolidation,1
2564,39,,10.7,607,42300.0,12,5,0.347,0,Rent,Debt consolidation,1
2565,41,72400.0,11.8,588,32800.0,12,6,0.466,0,Rent,Business,0
2566,40,26000.0,8.2,759,2900.0,36,1,0.107,0,Mortgage,Debt consolidation,0
2567,60,24200.0,18.0,802,8600.0,24,3,0.438,0,Mortgage,Business,0
2568,51,113200.0,15.4,496,20900.0,12,0,0.577,0,Mortgage,Business,0
2569,38,58400.0,5.6,795,37300.0,48,5,0.156,0,Rent,Education,0
2570,67,39800.0,17.5,677,32800.0,60,5,0.198,0,Mortgage,Medical,0
2571,60,30700.0,17.4,751,21400.0,24,8,0.435,0,Mortgage,Debt consolidation,0
2572,67,38000.0,22.3,711,27000.0,36,3,0.155,0,Rent,Debt consolidation,0
2573,56,27000.0,11.7,785,21100.0,60,5,0.302,0,Rent,Debt consolidation,0
2574,38,76200.0,7.4,687,54100.0,24,4,0.026,0,Mortgage,Car,0
2575,58,33200.0,15.3,561,17700.0,48,2,0.15,0,Mortgage,Debt consolidation,0
2576,35,84700.0,8.1,662,55700.0,24,3,0.12,0,Mortgage,Home improvement,0
2577,32,40100.0,5.6,711,16200.0,60,3,0.081,0,Mortgage,Debt consolidation,0
2578,41,29100.0,7.6,653,3200.0,12,4,0.26,2,Mortgage,Business,1
2579,69,39600.0,24.1,723,25700.0,24,5,0.123,0,Rent,Debt consolidation,0
2580,48,13200.0,10.4,665,8800.0,60,1,0.264,0,Mortgage,Education,0
2581,38,46100.0,7.1,622,11100.0,48,5,0.375,0,Own,Debt consolidation,0
2582,42,45000.0,4.8,583,38700.0,24,2,0.232,0,Rent,Medical,0
2583,33,74000.0,3.9,639,7000.0,48,3,0.331,0,Mortgage,Car,0
2584,52,19100.0,15.1,686,12900.0,60,7,0.283,0,Rent,Home improvement,0
2585,36,,8.2,513,76500.0,36,7,0.339,0,Mortgage,Debt consolidation,0
2586,47,73900.0,13.4,608,23100.0,24,8,0.194,0,Mortgage,Home improvement,0
2587,37,91700.0,9.3,510,75700.0,24,4,0.471,0,Rent,Debt consolidation,1
2588,34,47700.0,12.7,621,35900.0,60,2,0.115,0,Rent,Car,0
2589,69,81400.0,18.2,766,55600.0,24,8,0.147,0,Rent,Car,0
2590,36,23500.0,2.3,575,20200.0,36,3,0.072,0,Rent,Debt consolidation,0
2591,21,70000.0,0.0,726,42400.0,24,2,0.473,0,Rent,Medical,1
2592,38,33300.0,5.9,850,15700.0,24,2,0.187,0,Own,Medical,0
2593,46,21500.0,,786,13400.0,36,8,0.328,1,Own,Medical,0
2594,23,27900.0,2.3,681,11200.0,36,2,0.388,0,Rent,Debt consolidation,1
2595,34,49200.0,10.2,739,16000.0,12,2,0.206,0,Rent,Medical,0
2596,26,32500.0,7.8,560,3900.0,24,3,0.154,0,Mortgage,Home improvement,0
2597,44,59200.0,11.9,544,22000.0,12,5,0.04,0,Mortgage,Medical,0
2598,56,19800.0,21.6,672,14500.0,12,4,0.376,0,Rent,Home improvement,0
2599,69,16900.0,19.3,702,14400.0,24,5,0.245,0,Rent,Car,0
2600,38,97400.0,,758,85600.0,48,6,0.122,0,Mortgage,Debt consolidation,0
2601,63,,21.2,624,17400.0,12,5,0.123,0,Rent,Debt consolidation,0
2602,29,29000.0,0.0,685,15500.0,36,5,0.101,0,Mortgage,Debt consolidation,0
2603,59,48900.0,14.1,683,26400.0,36,5,0.206,0,Own,Debt consolidation,0
2604,47,81600.0,13.2,659,16300.0,48,4,0.376,0,Own,Home improvement,0
2605,58,60500.0,15.7,664,32900.0,48,5,0.272,0,Mortgage,Medical,0
2606,58,52800.0,15.4,602,18900.0,60,6,0.26,0,Rent,Debt consolidation,0
2607,46,84800.0,7.7,692,72200.0,24,4,0.035,0,Mortgage,Debt consolidation,0
2608,31,34000.0,5.2,686,9100.0,12,7,0.6,1,Own,Education,0
2609,45,49800.0,13.8,635,37800.0,12,3,0.24,0,Mortgage,Medical,0
2610,61,48600.0,17.3,723,39500.0,12,5,0.438,0,Mortgage,Business,0
2611,69,42800.0,17.9,752,28900.0,60,0,0.386,0,Rent,Medical,0
2612,67,40300.0,15.9,724,9400.0,36,3,0.109,0,Mortgage,Medical,0
2613,27,50800.0,1.2,587,13800.0,48,6,0.428,0,Mortgage,Debt consolidation,0
2614,49,49900.0,13.6,678,43700.0,60,4,0.223,0,Rent,Debt consolidation,0
2615,23,29000.0,3.0,597,3300.0,60,4,0.102,0,Rent,Car,0
2616,53,73200.0,11.6,678,10900.0,36,4,0.171,0,Own,Business,0
2617,70,30100.0,14.2,597,26500.0,60,5,0.308,0,Own,Car,1
2618,20,44000.0,2.0,772,31300.0,36,1,0.281,0,Mortgage,Car,0
2619,52,42300.0,10.9,733,29000.0,24,1,0.388,0,Mortgage,Debt consolidation,0
2620,68,58600.0,22.1,762,10900.0,36,4,0.097,0,Rent,Education,0
2621,62,17000.0,15.3,754,7900.0,60,3,0.339,0,Mortgage,Medical,0
